author;author_type;url;location;deal_type;accommodation_type;floor;floors_count;rooms_count;total_meters;price;district;street;house_number;underground;residential_complex
TimeProperty;real_estate_agent;https://www.cian.ru/sale/flat/299754349/;Москва;sale;flat;5;5;3;193.0;170000000;Замоскворечье;Садовническая ;18;Новокузнецкая;
Sminex;developer;https://www.cian.ru/sale/flat/299174089/;Москва;sale;flat;4;12;3;102.4;70050000;Сокол; Врубеля;4к1;Панфиловская;Врубеля 4
;;https://www.cian.ru/sale/flat/298004024/;Москва;sale;flat;3;4;3;102.5;44000000;Арбат;Серебряный переулок;5;Арбатская;
РГ-Девелопмент;developer;https://www.cian.ru/sale/flat/299237470/;Москва;sale;flat;2;15;3;85.6;25166400;Головинский;Михалковская ;48С8;Коптево;Михалковский
Apple Real Estate;real_estate_agent;https://www.cian.ru/sale/flat/296468286/;Москва;sale;flat;5;21;3;116.78;120000000;Пресненский;2-я Звенигородская ;16;Улица 1905 года;Lucky
Эталон;developer;https://www.cian.ru/sale/flat/299226615/;Москва;sale;flat;13;17;3;80.2;33133436;Даниловский;2-я оч.;к8;Технопарк;Shagal
Dream Realty;real_estate_agent;https://www.cian.ru/sale/flat/299771692/;Москва;sale;flat;2;5;3;65.7;29400000;Таганский;Большой Факельный переулок;1;Марксистская;
TOUCH;developer;https://www.cian.ru/sale/flat/290875256/;Москва;sale;flat;11;13;3;83.31;43508000;Южнопортовый;;к3;Дубровка;Шампайн ЖК
BARNES International Realty;real_estate_agent;https://www.cian.ru/sale/flat/296202679/;Москва;sale;flat;5;20;3;116.7;120000000;Пресненский;2-я Звенигородская ;16;Улица 1905 года;Lucky
Группа Аквилон;developer;https://www.cian.ru/sale/flat/290338637/;Москва;sale;flat;2;26;3;74.6;28945994;Хорошевский;;;Зорге;Инди Тауэрс ЖК
NF Group - ex-Knight Frank;real_estate_agent;https://www.cian.ru/sale/flat/290706192/;Москва;sale;flat;2;4;3;137.9;296485000;Хамовники;Пречистенская набережная;7;Парк Культуры;Кленовый DOM
3SGroup;developer;https://www.cian.ru/sale/flat/299379115/;Москва;sale;flat;3;17;3;65.6;14432000;;;;Коммунарка;FOREVILLE
Century 21 Street Realty;real_estate_agent;https://www.cian.ru/sale/flat/298566058/;Москва;sale;flat;2;2;3;79.0;42000000;Басманный;Новая Басманная ;20С1;Красные ворота;
Концерн КРОСТ;developer;https://www.cian.ru/sale/flat/298380218/;Москва;sale;flat;4;19;3;83.3;34986000;Щукино; Расплетина;2к1;Октябрьское поле;Театральный квартал
Времена года;real_estate_agent;https://www.cian.ru/sale/flat/295406058/;Москва;sale;flat;11;21;3;104.55;115000000;Пресненский;2-я Звенигородская ;14;Улица 1905 года;Lucky
Центр-Инвест;developer;https://www.cian.ru/sale/flat/298334724/;Москва;sale;flat;12;35;3;57.5;25313093;Левобережный;Фестивальная ;15К4;Речной вокзал;Фестиваль парк-2
Kalinka Group;real_estate_agent;https://www.cian.ru/sale/flat/297313101/;Москва;sale;flat;3;21;3;92.2;103051500;Пресненский;2-я Звенигородская ;14;Улица 1905 года;Lucky
Основа;developer;https://www.cian.ru/sale/flat/294208676/;Москва;sale;flat;18;22;3;76.6;26927964;Коптево;Старокоптевский переулок;4;Коптево;UNO Старокоптевский
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/294045499/;Москва;sale;flat;6;21;3;85.7;90000000;Пресненский;2-я Звенигородская ;12С19;Улица 1905 года;Lucky
Центр-Инвест;developer;https://www.cian.ru/sale/flat/298576255/;Москва;sale;flat;2;22;3;67.7;41521290;Красносельский;Большая Спасская ;35;Площадь трёх вокзалов;Dialog
Kalinka Group;real_estate_agent;https://www.cian.ru/sale/flat/294553685/;Москва;sale;flat;8;13;3;99.71;113000000;Хамовники; Усачева;15А;Спортивная;Садовые кварталы
ID 111759195;developer;https://www.cian.ru/sale/flat/296871940/;Москва;sale;flat;2;30;3;68.0;20420400;Рязанский;Рязанский проспект;;Окская;balance
Contact Real Estate;real_estate_agent;https://www.cian.ru/sale/flat/294770489/;Москва;sale;flat;9;21;3;108.0;125000000;Пресненский;2-я Звенигородская ;12С19;Улица 1905 года;Lucky
Level Group;developer;https://www.cian.ru/sale/flat/299609329/;Москва;sale;flat;28;33;3;60.4;29432967;Хорошево-Мневники;Причальный проезд;10Б;Шелепиха;Level Причальный
Елена Иванова;realtor;https://www.cian.ru/sale/flat/299723192/;Москва;sale;flat;3;44;3;65.6;44900000;Пресненский;Ходынская ;2;Улица 1905 года;Пресня Сити
Основа;developer;https://www.cian.ru/sale/flat/286886002/;Москва;sale;flat;19;20;3;75.51;19964844;Северный;Новодачная ;67/68;Новодачная;ФизтехСити
Intermark Real Estate;real_estate_agent;https://www.cian.ru/sale/flat/298825149/;Москва;sale;flat;10;14;3;146.0;175000000;Хамовники;2-я Фрунзенская ;12;Фрунзенская;Пять Звезд
Аеон-Девелопмент;developer;https://www.cian.ru/sale/flat/294618196/;Москва;sale;flat;4;45;3;90.2;56265164;Дорогомилово;Кутузовский проезд;16А/1;Фили;River Park Кутузовский
Ramenky Realty;real_estate_agent;https://www.cian.ru/sale/flat/293615015/;Москва;sale;flat;11;11;3;150.0;210000000;Хамовники; Ефремова;10с1к4/6;Фрунзенская;Садовые кварталы
Основа;developer;https://www.cian.ru/sale/flat/286887017/;Москва;sale;flat;3;28;3;74.5;25918550;Головинский;Михалковская ;50;Коптево;UNO.Головинские пруды
MHEstate - Элитная недвижимость;real_estate_agent;https://www.cian.ru/sale/flat/298735155/;Москва;sale;flat;10;18;3;105.6;89900000;Дорогомилово;Кутузовский проспект;12С23;Выставочная;Бадаевский
Level Group;developer;https://www.cian.ru/sale/flat/296358040/;Москва;sale;flat;14;17;3;55.7;27649145;Басманный;Большая Почтовая ;;Электрозаводская;Level Бауманская
Винидиктов и Партнеры;real_estate_agent;https://www.cian.ru/sale/flat/296315046/;Москва;sale;flat;14;17;3;118.4;79000000;Арбат; Новый Арбат;29;Смоленская;
ДОНСТРОЙ;developer;https://www.cian.ru/sale/flat/299489112/;Москва;sale;flat;3;25;3;77.6;29022400;Лефортово;Независимость кв-л;;Авиамоторная;Символ ЖК
Contact Real Estate;real_estate_agent;https://www.cian.ru/sale/flat/296195763/;Москва;sale;flat;15;44;3;117.0;101000000;Раменки;Минская ;2;Минская;Долина Сетунь
MR Group;developer;https://www.cian.ru/sale/flat/287405283/;Москва;sale;flat;2;41;3;97.2;40338000;Филевский парк;Багратионовский проезд;5Ак1;Фили;Filicity
Century 21 Street Realty;real_estate_agent;https://www.cian.ru/sale/flat/299561961/;Москва;sale;flat;3;15;3;76.0;40280000;Хорошево-Мневники;Жилой комплекс остров;к2;Мнёвники;Остров
MR Group;developer;https://www.cian.ru/sale/flat/298871424/;Москва;sale;flat;7;48;3;71.4;23554146;Покровское-Стрешнево;Вишневая ;7С128;Тушинская;Мультиквартал CITYZEN
NF Group - ex-Knight Frank;real_estate_agent;https://www.cian.ru/sale/flat/297039409/;Москва;sale;flat;9;21;3;116.8;125700000;Пресненский;2-я Звенигородская ;16;Улица 1905 года;Lucky
Hutton Development;developer;https://www.cian.ru/sale/flat/299066809/;Москва;sale;flat;7;17;3;142.4;85297600;Гагаринский;Ленинский проспект;38;Ленинский проспект;Lunar
Contact Real Estate;real_estate_agent;https://www.cian.ru/sale/flat/297946881/;Москва;sale;flat;11;21;3;95.0;100000000;Пресненский;2-я Звенигородская ;14;Улица 1905 года;Lucky
AFI Development;developer;https://www.cian.ru/sale/flat/298010077/;Москва;sale;flat;19;53;3;85.4;29544130;Свиблово;проезд Серебрякова;11-13к1;Свиблово;Afi Tower
BARNES International Realty;real_estate_agent;https://www.cian.ru/sale/flat/296112151/;Москва;sale;flat;69;78;3;269.4;532000000;Пресненский;набережная Пресненская;8с1;Международная;Город Столиц
MR Group;developer;https://www.cian.ru/sale/flat/299302269/;Москва;sale;flat;10;29;3;81.4;26113446;Южнопортовый;Волгоградский проспект;32/3к4;Угрешская;Метрополия
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/283967307/;Москва;sale;flat;9;12;3;101.1;75000000;Раменки;проспект Генерала Дорохова;39к1Д;Минская;Собрание клубных домов West Garden
ДОНСТРОЙ;developer;https://www.cian.ru/sale/flat/299390121/;Москва;sale;flat;45;50;3;96.1;39035820;Раменки;м. Мичуринский проспект;;Мичуринский проспект;Событие
Kalinka Group;real_estate_agent;https://www.cian.ru/sale/flat/299244058/;Москва;sale;flat;3;10;3;138.3;138000000;Якиманка; Малая Полянка;2;Полянка;Онегин
Донстрой;developer;https://www.cian.ru/sale/flat/294583829/;Москва;sale;flat;2;18;3;76.1;36992210;Хорошево-Мневники;проезд Проектируемый № 1074;;Терехово ;Остров
Kalinka Group;real_estate_agent;https://www.cian.ru/sale/flat/298021922/;Москва;sale;flat;4;9;3;130.0;130535729;Якиманка;1-й Спасоналивковский переулок;18С2;Полянка;
КОРТРОС;developer;https://www.cian.ru/sale/flat/296640175/;Москва;sale;flat;5;49;3;79.14;27224160;Марьина роща; Веткина;2С7;Марьина Роща;TATE
ЛюксДом;real_estate_agent;https://www.cian.ru/sale/flat/300117351/;Москва;sale;flat;18;22;3;116.2;75000000;Хорошевский;Чапаевский переулок;3;Аэропорт;Триумф-Палас
Level Group;developer;https://www.cian.ru/sale/flat/296357791/;Москва;sale;flat;-1;-1;-1;202.0;16279825;Покровское-Стрешнево;проезд Проектируемый № 3959;;Тушинская;Апартаментный комплекс Level Стрешнево
METRAGE;real_estate_agent;https://www.cian.ru/sale/flat/299927694/;Москва;sale;flat;8;25;3;104.0;42999000;Тропарево-Никулино; Покрышкина;3;;
3SGroup;developer;https://www.cian.ru/sale/flat/299292596/;Москва;sale;flat;6;29;3;60.37;23140963;Богородское;Открытое шоссе;14Д;Бульвар Рокоссовского;Талисман на Рокоссовского
Point Estate Город;real_estate_agent;https://www.cian.ru/sale/flat/299925925/;Москва;sale;flat;18;50;3;115.7;75000000;Хорошевский;Чапаевский переулок;3;Сокол;Триумф-Палас
Концерн КРОСТ;developer;https://www.cian.ru/sale/flat/299370749/;Москва;sale;flat;3;6;3;79.4;36206400;Хорошево-Мневники; Саляма Адиля;2А;Народное Ополчение;Wellton SPA Residence
