author;author_type;url;location;deal_type;accommodation_type;floor;floors_count;rooms_count;total_meters;price;district;street;house_number;underground;residential_complex
NF Group - ex-Knight Frank;real_estate_agent;https://www.cian.ru/sale/flat/288552689/;Москва;sale;flat;46;75;2;114.2;86000000;Пресненский;1-й Красногвардейский проезд;15;Деловой центр;Меркурий Тауэр
NF Group - ex-Knight Frank;real_estate_agent;https://www.cian.ru/sale/flat/295852542/;Москва;sale;flat;50;53;2;168.0;226800000;Раменки;Мосфильмовская ;8;Парк Победы;Дом на Мосфильмовской
ID 91770231;homeowner;https://www.cian.ru/sale/flat/299913412/;Москва;sale;flat;3;9;2;45.0;12400000;Орехово-Борисово Северное;Борисовский проезд;22К1;Шипиловская;
do A.S.A.P.;real_estate_agent;https://www.cian.ru/sale/flat/299842747/;Москва;sale;flat;2;4;2;54.8;14265317;; Шекспира;1к2;Аэропорт Внуково;
do A.S.A.P.;real_estate_agent;https://www.cian.ru/sale/flat/297538332/;Москва;sale;flat;4;9;2;44.6;14500000;Нагатино-Садовники; Академика Миллионщикова;7К2;Коломенская;
Алексей Благов;realtor;https://www.cian.ru/sale/flat/299915723/;Москва;sale;flat;12;16;2;40.0;14900000;; Лобановский Лес;13;Прокшино;Прокшино
Century 21 Level;real_estate_agent;https://www.cian.ru/sale/flat/299134328/;Москва;sale;flat;14;17;2;64.0;15990000;; Бориса Пастернака;49;Рассказовка;
ID 85383745;homeowner;https://www.cian.ru/sale/flat/299456748/;Москва;sale;flat;23;31;2;63.0;16600000;Южное Бутово; Поляны;5;Улица Скобелевская;Эталон-Сити
MERSI;real_estate_agent;https://www.cian.ru/sale/flat/299924391/;Москва;sale;flat;4;5;2;49.0;16800000;Басманный; Госпитальный Вал;5К17;Электрозаводская;
Ольга Медведева;realtor;https://www.cian.ru/sale/flat/299963315/;Москва;sale;flat;30;30;2;56.8;24800000;Можайский; Петра Алексеева;14;Рабочий посёлок;КутузовGRAD II
MERSI;real_estate_agent;https://www.cian.ru/sale/flat/297852347/;Москва;sale;flat;8;16;2;70.8;28600000;Тропарево-Никулино; Коштоянца;47к1;Юго-Западная;
MERSI;real_estate_agent;https://www.cian.ru/sale/flat/297850876/;Москва;sale;flat;8;16;2;70.8;28600000;Тропарево-Никулино; Коштоянца;47к1;Юго-Западная;
BARNES International Realty;real_estate_agent;https://www.cian.ru/sale/flat/298615837/;Москва;sale;flat;25;33;2;68.2;37000000;Хорошево-Мневники;Причальный проезд;10;Шелепиха;Level Причальный
Intermark Real Estate;real_estate_agent;https://www.cian.ru/sale/flat/290380743/;Москва;sale;flat;2;8;2;97.1;46000000;Донской;Ленинский проспект;35;Ленинский проспект;
МОСКВА СИТИ;real_estate_agent;https://www.cian.ru/sale/flat/296593210/;Москва;sale;flat;47;78;2;72.0;50400000;Пресненский;1-й Красногвардейский проезд;22с2;Тестовская;NEVA TOWERS
МОСКВА СИТИ;real_estate_agent;https://www.cian.ru/sale/flat/296702605/;Москва;sale;flat;37;78;2;73.0;51100000;Пресненский;1-й Красногвардейский проезд;22с2;Тестовская;NEVA TOWERS
Point Estate Город;real_estate_agent;https://www.cian.ru/sale/flat/295370621/;Москва;sale;flat;3;8;2;101.0;90990000;Дорогомилово;Студенческая ;20;Студенческая;Студенческая 20
Contact Real Estate;real_estate_agent;https://www.cian.ru/sale/flat/298881519/;Москва;sale;flat;4;8;2;77.0;92776100;Якиманка;Софийская набережная;34С5;Третьяковская;Софийский
Contact Real Estate;real_estate_agent;https://www.cian.ru/sale/flat/298881521/;Москва;sale;flat;2;8;2;77.0;100000000;Якиманка;Софийская набережная;34;Третьяковская;Софийский
NF Group - ex-Knight Frank;real_estate_agent;https://www.cian.ru/sale/flat/265207233/;Москва;sale;flat;3;6;2;150.8;194406450;Арбат;Малый Каковинский переулок;6С1;Смоленская;
НДВ;real_estate_agent;https://www.cian.ru/sale/flat/294942615/;Москва;sale;flat;2;9;2;44.1;10690000;Северное Измайлово;Щелковское шоссе;90;Щёлковская;
Адресат;real_estate_agent;https://www.cian.ru/sale/flat/299173725/;Москва;sale;flat;29;31;2;47.4;12460000;Южное Бутово; Поляны;5;;Эталон-Сити
НДВ;real_estate_agent;https://www.cian.ru/sale/flat/291963521/;Москва;sale;flat;2;5;2;52.0;13700000;Покровское-Стрешнево;Летная ;99С3;Тушинская;
BERI;real_estate_agent;https://www.cian.ru/sale/flat/297563187/;Москва;sale;flat;10;14;2;46.3;15490000;Свиблово; Амундсена;16К2;Свиблово;
MERSI;real_estate_agent;https://www.cian.ru/sale/flat/298751444/;Москва;sale;flat;13;33;2;40.0;15550000;Метрогородок;Открытое шоссе;18Ак3;Бульвар Рокоссовского;Лосиноостровский парк
ID 112973232;homeowner;https://www.cian.ru/sale/flat/298226289/;Москва;sale;flat;9;15;2;53.0;15750000;; Василия Ощепкова;6;Коммунарка;Москвичка
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/292016280/;Москва;sale;flat;15;24;2;39.6;17500000;Донской;Новоданиловская набережная;8;Верхние котлы;Новоданиловская 8
Анна Озерецковская;realtor;https://www.cian.ru/sale/flat/299811787/;Москва;sale;flat;4;9;2;38.0;17600000;Щукино; Маршала Бирюзова;13;Октябрьское поле;
ID 431888;unknown;https://www.cian.ru/sale/flat/299985394/;Москва;sale;flat;16;20;2;45.0;19900000;Покровское-Стрешнево;Северо-Западный ао;95/2к4;Трикотажная;Сити Бэй ЖК
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/292676773/;Москва;sale;flat;3;13;2;32.8;22700000;Даниловский;Подольское шоссе;3;Тульская;Logos
Арт Риэлти;real_estate_agent;https://www.cian.ru/sale/flat/296649512/;Москва;sale;flat;19;27;2;60.0;23500000;Лефортово; Крузенштерна;10к1;Авиамоторная;Символ
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/297814123/;Москва;sale;flat;16;30;2;54.0;23900000;Щукино;Авиационная ;66;Щукинская;Авиационная, 66
Арт Риэлти;real_estate_agent;https://www.cian.ru/sale/flat/297358942/;Москва;sale;flat;2;20;2;45.0;26000000;Хорошево-Мневники; Паршина;10;Октябрьское поле;Серебряный парк
Арт Риэлти;real_estate_agent;https://www.cian.ru/sale/flat/294999843/;Москва;sale;flat;7;49;2;67.8;25990000;Хорошево-Мневники; Генерала Глаголева;14Ак1;Карамышевская;CRYSTAL Трилогия
Арт Риэлти;real_estate_agent;https://www.cian.ru/sale/flat/292552746/;Москва;sale;flat;28;47;2;53.2;26700000;Хорошево-Мневники; Генерала Глаголева;14Ак1;Карамышевская;CRYSTAL Трилогия
Арт Риэлти;real_estate_agent;https://www.cian.ru/sale/flat/293847148/;Москва;sale;flat;3;27;2;72.0;27500000;Хорошевский; Зорге;9к2;Зорге;Рихард
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/292676770/;Москва;sale;flat;3;13;2;41.1;28200000;Даниловский;Подольское шоссе;3;Тульская;Logos
One Moscow;real_estate_agent;https://www.cian.ru/sale/flat/297468635/;Москва;sale;flat;6;16;2;64.3;29200000;Даниловский; Архитектора Щусева;5к1;ЗИЛ;ЗИЛАРТ
ZAVIDOV REALTY;real_estate_agent;https://www.cian.ru/sale/flat/297854534/;Москва;sale;flat;5;6;2;61.3;29500000;Даниловский; Шухова;13К1;Шаболовская;
RMRealty;real_estate_agent;https://www.cian.ru/sale/flat/298704645/;Москва;sale;flat;12;38;2;62.0;31990000;Щукино;Авиационная ;77к2;Щукинская;Алые Паруса
Contact Real Estate;real_estate_agent;https://www.cian.ru/sale/flat/294770486/;Москва;sale;flat;18;22;2;53.0;32000000;Очаково-Матвеевское;Нежинская ;3;Минская;Городские резиденции SPIRES
Александр Кудинов;realtor;https://www.cian.ru/sale/flat/295917588/;Москва;sale;flat;14;24;2;45.0;32500000;Хорошевский;Хорошевское шоссе;25Ак1;Хорошёвская;Династия
Gethome;real_estate_agent;https://www.cian.ru/sale/flat/299138346/;Москва;sale;flat;10;25;2;56.0;33000000;Хорошево-Мневники;Карамышевская набережная;34;Народное Ополчение;Wellton park
EstateLiga;real_estate_agent;https://www.cian.ru/sale/flat/297302585/;Москва;sale;flat;8;32;2;84.0;33000000;Раменки; Лобачевского;120к1;Аминьевская;Крылья
Liberty Estate;real_estate_agent;https://www.cian.ru/sale/flat/298943338/;Москва;sale;flat;2;15;2;90.0;34300000;Хорошевский;Ходынский бульвар;2;ЦСКА;Лайнер
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/279147876/;Москва;sale;flat;12;21;2;47.0;35250000;Таганский; Земляной Вал;;Чкаловская;Дом Chkalov
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/295657335/;Москва;sale;flat;9;46;2;49.0;36000000;Дорогомилово;Кутузовский проезд;16С1;Фили;River Park Кутузовский
NIKA ESTATE;real_estate_agent;https://www.cian.ru/sale/flat/298826427/;Москва;sale;flat;4;8;2;50.0;37000000;Гагаринский;Ленинский проспект;38;Ленинский проспект;Lunar
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/295773203/;Москва;sale;flat;9;14;2;67.0;38000000;Раменки;проспект Генерала Дорохова;39к1;Минская;Собрание клубных домов West Garden
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/284538862/;Москва;sale;flat;3;14;2;70.2;38000000;Раменки;проспект Генерала Дорохова;39к1В;Минская;Собрание клубных домов West Garden
Славянка - офис Северо-Запад;real_estate_agent;https://www.cian.ru/sale/flat/299967437/;Москва;sale;flat;10;11;2;68.0;40600000;Басманный; Казакова;7;Курская;KAZAKOV Grand Loft
Contact Real Estate;real_estate_agent;https://www.cian.ru/sale/flat/299369805/;Москва;sale;flat;1;6;2;50.0;45000000;Замоскворечье;Большой Ордынский переулок;4С4;Полянка;Собрание клубных домов ORDYNKA
ЛИДЕР Риэлти;real_estate_agent;https://www.cian.ru/sale/flat/295896670/;Москва;sale;flat;4;41;2;75.0;46490000;Хорошевский;Ленинградский проспект;37/5;Аэропорт;Прайм Парк
NF Group - ex-Knight Frank;real_estate_agent;https://www.cian.ru/sale/flat/296346577/;Москва;sale;flat;6;16;2;78.7;55000000;Таганский; Талалихина;8;Пролетарская;Дом на Таганке
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/299722529/;Москва;sale;flat;4;20;2;65.1;68000000;Пресненский;Мантулинская ;9к6;Деловой центр;City Park
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/284054915/;Москва;sale;flat;3;12;2;66.0;82000000;Раменки;Мосфильмовская ;1А;Ломоносовский проспект;Вишневый сад
